state_code,year,race,origin,age_group,fertility_rate,source
MS,2023,asian,hisp,55-59,0.0,synthetic_seed
MS,2023,asian,hisp,60-64,0.0,synthetic_seed
MS,2023,asian,hisp,65-69,0.0,synthetic_seed
MS,2023,asian,hisp,70-74,0.0,synthetic_seed
MS,2023,asian,hisp,75-79,0.0,synthetic_seed
MS,2023,asian,hisp,80-84,0.0,synthetic_seed
MS,2023,asian,hisp,85+,0.0,synthetic_seed
MS,2023,other,non-hisp,0-4,0.0,synthetic_seed
MS,2023,other,non-hisp,5-9,0.0,synthetic_seed
MS,2023,other,non-hisp,10-14,0.0,synthetic_seed
MS,2023,other,non-hisp,15-19,0.01701,synthetic_seed
MS,2023,other,non-hisp,20-24,0.07371,synthetic_seed
MS,2023,other,non-hisp,25-29,0.1134,synthetic_seed
MS,2023,other,non-hisp,30-34,0.1134,synthetic_seed
MS,2023,other,non-hisp,35-39,0.0567,synthetic_seed
MS,2023,other,non-hisp,40-44,0.013608,synthetic_seed
MS,2023,other,non-hisp,45-49,0.001134,synthetic_seed
MS,2023,other,non-hisp,50-54,0.0,synthetic_seed
MS,2023,other,non-hisp,55-59,0.0,synthetic_seed
MS,2023,other,non-hisp,60-64,0.0,synthetic_seed
MS,2023,other,non-hisp,65-69,0.0,synthetic_seed
MS,2023,other,non-hisp,70-74,0.0,synthetic_seed
MS,2023,other,non-hisp,75-79,0.0,synthetic_seed
MS,2023,other,non-hisp,80-84,0.0,synthetic_seed
MS,2023,other,non-hisp,85+,0.0,synthetic_seed
MS,2023,other,hisp,0-4,0.0,synthetic_seed
MS,2023,other,hisp,5-9,0.0,synthetic_seed
MS,2023,other,hisp,10-14,0.0,synthetic_seed
MS,2023,other,hisp,15-19,0.018113,synthetic_seed
MS,2023,other,hisp,20-24,0.078488,synthetic_seed
MS,2023,other,hisp,25-29,0.12075,synthetic_seed
MS,2023,other,hisp,30-34,0.12075,synthetic_seed
MS,2023,other,hisp,35-39,0.060375,synthetic_seed
MS,2023,other,hisp,40-44,0.01449,synthetic_seed
MS,2023,other,hisp,45-49,0.001208,synthetic_seed
MS,2023,other,hisp,50-54,0.0,synthetic_seed
MS,2023,other,hisp,55-59,0.0,synthetic_seed
MS,2023,other,hisp,60-64,0.0,synthetic_seed
MS,2023,other,hisp,65-69,0.0,synthetic_seed
MS,2023,other,hisp,70-74,0.0,synthetic_seed
MS,2023,other,hisp,75-79,0.0,synthetic_seed
MS,2023,other,hisp,80-84,0.0,synthetic_seed
MS,2023,other,hisp,85+,0.0,synthetic_seed
MO,2023,white,non-hisp,0-4,0.0,synthetic_seed
MO,2023,white,non-hisp,5-9,0.0,synthetic_seed
MO,2023,white,non-hisp,10-14,0.0,synthetic_seed
MO,2023,white,non-hisp,15-19,0.0147,synthetic_seed
MO,2023,white,non-hisp,20-24,0.0637,synthetic_seed
MO,2023,white,non-hisp,25-29,0.098,synthetic_seed
MO,2023,white,non-hisp,30-34,0.098,synthetic_seed
MO,2023,white,non-hisp,35-39,0.049,synthetic_seed
MO,2023,white,non-hisp,40-44,0.01176,synthetic_seed
MO,2023,white,non-hisp,45-49,0.00098,synthetic_seed
MO,2023,white,non-hisp,50-54,0.0,synthetic_seed
MO,2023,white,non-hisp,55-59,0.0,synthetic_seed
MO,2023,white,non-hisp,60-64,0.0,synthetic_seed
MO,2023,white,non-hisp,65-69,0.0,synthetic_seed
MO,2023,white,non-hisp,70-74,0.0,synthetic_seed
MO,2023,white,non-hisp,75-79,0.0,synthetic_seed
MO,2023,white,non-hisp,80-84,0.0,synthetic_seed
MO,2023,white,non-hisp,85+,0.0,synthetic_seed
MO,2023,white,hisp,0-4,0.0,synthetic_seed
MO,2023,white,hisp,5-9,0.0,synthetic_seed
MO,2023,white,hisp,10-14,0.0,synthetic_seed
MO,2023,white,hisp,15-19,0.016905,synthetic_seed
MO,2023,white,hisp,20-24,0.073255,synthetic_seed
MO,2023,white,hisp,25-29,0.1127,synthetic_seed
MO,2023,white,hisp,30-34,0.1127,synthetic_seed
MO,2023,white,hisp,35-39,0.05635,synthetic_seed
MO,2023,white,hisp,40-44,0.013524,synthetic_seed
MO,2023,white,hisp,45-49,0.001127,synthetic_seed
MO,2023,white,hisp,50-54,0.0,synthetic_seed
MO,2023,white,hisp,55-59,0.0,synthetic_seed
MO,2023,white,hisp,60-64,0.0,synthetic_seed
MO,2023,white,hisp,65-69,0.0,synthetic_seed
MO,2023,white,hisp,70-74,0.0,synthetic_seed
MO,2023,white,hisp,75-79,0.0,synthetic_seed
MO,2023,white,hisp,80-84,0.0,synthetic_seed
MO,2023,white,hisp,85+,0.0,synthetic_seed
MO,2023,black,non-hisp,0-4,0.0,synthetic_seed
MO,2023,black,non-hisp,5-9,0.0,synthetic_seed
MO,2023,black,non-hisp,10-14,0.0,synthetic_seed
MO,2023,black,non-hisp,15-19,0.0147,synthetic_seed
MO,2023,black,non-hisp,20-24,0.0637,synthetic_seed
MO,2023,black,non-hisp,25-29,0.098,synthetic_seed
MO,2023,black,non-hisp,30-34,0.098,synthetic_seed
MO,2023,black,non-hisp,35-39,0.049,synthetic_seed
MO,2023,black,non-hisp,40-44,0.01176,synthetic_seed
MO,2023,black,non-hisp,45-49,0.00098,synthetic_seed
MO,2023,black,non-hisp,50-54,0.0,synthetic_seed
MO,2023,black,non-hisp,55-59,0.0,synthetic_seed
MO,2023,black,non-hisp,60-64,0.0,synthetic_seed
MO,2023,black,non-hisp,65-69,0.0,synthetic_seed
MO,2023,black,non-hisp,70-74,0.0,synthetic_seed
MO,2023,black,non-hisp,75-79,0.0,synthetic_seed
MO,2023,black,non-hisp,80-84,0.0,synthetic_seed
MO,2023,black,non-hisp,85+,0.0,synthetic_seed
MO,2023,black,hisp,0-4,0.0,synthetic_seed
MO,2023,black,hisp,5-9,0.0,synthetic_seed
MO,2023,black,hisp,10-14,0.0,synthetic_seed
MO,2023,black,hisp,15-19,0.016905,synthetic_seed
MO,2023,black,hisp,20-24,0.073255,synthetic_seed
MO,2023,black,hisp,25-29,0.1127,synthetic_seed
MO,2023,black,hisp,30-34,0.1127,synthetic_seed
MO,2023,black,hisp,35-39,0.05635,synthetic_seed
MO,2023,black,hisp,40-44,0.013524,synthetic_seed
MO,2023,black,hisp,45-49,0.001127,synthetic_seed
MO,2023,black,hisp,50-54,0.0,synthetic_seed
MO,2023,black,hisp,55-59,0.0,synthetic_seed
MO,2023,black,hisp,60-64,0.0,synthetic_seed
MO,2023,black,hisp,65-69,0.0,synthetic_seed
MO,2023,black,hisp,70-74,0.0,synthetic_seed
MO,2023,black,hisp,75-79,0.0,synthetic_seed
MO,2023,black,hisp,80-84,0.0,synthetic_seed
MO,2023,black,hisp,85+,0.0,synthetic_seed
MO,2023,asian,non-hisp,0-4,0.0,synthetic_seed
MO,2023,asian,non-hisp,5-9,0.0,synthetic_seed
MO,2023,asian,non-hisp,10-14,0.0,synthetic_seed
MO,2023,asian,non-hisp,15-19,0.0147,synthetic_seed
MO,2023,asian,non-hisp,20-24,0.0637,synthetic_seed
MO,2023,asian,non-hisp,25-29,0.098,synthetic_seed
MO,2023,asian,non-hisp,30-34,0.098,synthetic_seed
MO,2023,asian,non-hisp,35-39,0.049,synthetic_seed
MO,2023,asian,non-hisp,40-44,0.01176,synthetic_seed
MO,2023,asian,non-hisp,45-49,0.00098,synthetic_seed
MO,2023,asian,non-hisp,50-54,0.0,synthetic_seed
MO,2023,asian,non-hisp,55-59,0.0,synthetic_seed
MO,2023,asian,non-hisp,60-64,0.0,synthetic_seed
MO,2023,asian,non-hisp,65-69,0.0,synthetic_seed
MO,2023,asian,non-hisp,70-74,0.0,synthetic_seed
MO,2023,asian,non-hisp,75-79,0.0,synthetic_seed
MO,2023,asian,non-hisp,80-84,0.0,synthetic_seed
MO,2023,asian,non-hisp,85+,0.0,synthetic_seed
MO,2023,asian,hisp,0-4,0.0,synthetic_seed
MO,2023,asian,hisp,5-9,0.0,synthetic_seed
MO,2023,asian,hisp,10-14,0.0,synthetic_seed
MO,2023,asian,hisp,15-19,0.016905,synthetic_seed
MO,2023,asian,hisp,20-24,0.073255,synthetic_seed
MO,2023,asian,hisp,25-29,0.1127,synthetic_seed
MO,2023,asian,hisp,30-34,0.1127,synthetic_seed
MO,2023,asian,hisp,35-39,0.05635,synthetic_seed
MO,2023,asian,hisp,40-44,0.013524,synthetic_seed
MO,2023,asian,hisp,45-49,0.001127,synthetic_seed
MO,2023,asian,hisp,50-54,0.0,synthetic_seed
MO,2023,asian,hisp,55-59,0.0,synthetic_seed
MO,2023,asian,hisp,60-64,0.0,synthetic_seed
MO,2023,asian,hisp,65-69,0.0,synthetic_seed
MO,2023,asian,hisp,70-74,0.0,synthetic_seed
MO,2023,asian,hisp,75-79,0.0,synthetic_seed
MO,2023,asian,hisp,80-84,0.0,synthetic_seed
MO,2023,asian,hisp,85+,0.0,synthetic_seed
MO,2023,other,non-hisp,0-4,0.0,synthetic_seed
MO,2023,other,non-hisp,5-9,0.0,synthetic_seed
MO,2023,other,non-hisp,10-14,0.0,synthetic_seed
MO,2023,other,non-hisp,15-19,0.015876,synthetic_seed
MO,2023,other,non-hisp,20-24,0.068796,synthetic_seed
MO,2023,other,non-hisp,25-29,0.10584,synthetic_seed
MO,2023,other,non-hisp,30-34,0.10584,synthetic_seed
MO,2023,other,non-hisp,35-39,0.05292,synthetic_seed
MO,2023,other,non-hisp,40-44,0.012701,synthetic_seed
MO,2023,other,non-hisp,45-49,0.001058,synthetic_seed
MO,2023,other,non-hisp,50-54,0.0,synthetic_seed
MO,2023,other,non-hisp,55-59,0.0,synthetic_seed
MO,2023,other,non-hisp,60-64,0.0,synthetic_seed
MO,2023,other,non-hisp,65-69,0.0,synthetic_seed
MO,2023,other,non-hisp,70-74,0.0,synthetic_seed
MO,2023,other,non-hisp,75-79,0.0,synthetic_seed
MO,2023,other,non-hisp,80-84,0.0,synthetic_seed
MO,2023,other,non-hisp,85+,0.0,synthetic_seed
MO,2023,other,hisp,0-4,0.0,synthetic_seed
MO,2023,other,hisp,5-9,0.0,synthetic_seed
MO,2023,other,hisp,10-14,0.0,synthetic_seed
MO,2023,other,hisp,15-19,0.016905,synthetic_seed
MO,2023,other,hisp,20-24,0.073255,synthetic_seed
MO,2023,other,hisp,25-29,0.1127,synthetic_seed
MO,2023,other,hisp,30-34,0.1127,synthetic_seed
MO,2023,other,hisp,35-39,0.05635,synthetic_seed
MO,2023,other,hisp,40-44,0.013524,synthetic_seed
MO,2023,other,hisp,45-49,0.001127,synthetic_seed
MO,2023,other,hisp,50-54,0.0,synthetic_seed
MO,2023,other,hisp,55-59,0.0,synthetic_seed
MO,2023,other,hisp,60-64,0.0,synthetic_seed
MO,2023,other,hisp,65-69,0.0,synthetic_seed
MO,2023,other,hisp,70-74,0.0,synthetic_seed
MO,2023,other,hisp,75-79,0.0,synthetic_seed
MO,2023,other,hisp,80-84,0.0,synthetic_seed
MO,2023,other,hisp,85+,0.0,synthetic_seed
MT,2023,white,non-hisp,0-4,0.0,synthetic_seed
MT,2023,white,non-hisp,5-9,0.0,synthetic_seed
MT,2023,white,non-hisp,10-14,0.0,synthetic_seed
MT,2023,white,non-hisp,15-19,0.015,synthetic_seed
MT,2023,white,non-hisp,20-24,0.065,synthetic_seed
MT,2023,white,non-hisp,25-29,0.1,synthetic_seed
MT,2023,white,non-hisp,30-34,0.1,synthetic_seed
MT,2023,white,non-hisp,35-39,0.05,synthetic_seed
MT,2023,white,non-hisp,40-44,0.012,synthetic_seed
MT,2023,white,non-hisp,45-49,0.001,synthetic_seed
MT,2023,white,non-hisp,50-54,0.0,synthetic_seed
MT,2023,white,non-hisp,55-59,0.0,synthetic_seed
MT,2023,white,non-hisp,60-64,0.0,synthetic_seed
MT,2023,white,non-hisp,65-69,0.0,synthetic_seed
MT,2023,white,non-hisp,70-74,0.0,synthetic_seed
MT,2023,white,non-hisp,75-79,0.0,synthetic_seed
MT,2023,white,non-hisp,80-84,0.0,synthetic_seed
MT,2023,white,non-hisp,85+,0.0,synthetic_seed
MT,2023,white,hisp,0-4,0.0,synthetic_seed
MT,2023,white,hisp,5-9,0.0,synthetic_seed
MT,2023,white,hisp,10-14,0.0,synthetic_seed
MT,2023,white,hisp,15-19,0.01725,synthetic_seed
MT,2023,white,hisp,20-24,0.07475,synthetic_seed
MT,2023,white,hisp,25-29,0.115,synthetic_seed
MT,2023,white,hisp,30-34,0.115,synthetic_seed
MT,2023,white,hisp,35-39,0.0575,synthetic_seed
MT,2023,white,hisp,40-44,0.0138,synthetic_seed
MT,2023,white,hisp,45-49,0.00115,synthetic_seed
MT,2023,white,hisp,50-54,0.0,synthetic_seed
MT,2023,white,hisp,55-59,0.0,synthetic_seed
MT,2023,white,hisp,60-64,0.0,synthetic_seed
MT,2023,white,hisp,65-69,0.0,synthetic_seed
MT,2023,white,hisp,70-74,0.0,synthetic_seed
MT,2023,white,hisp,75-79,0.0,synthetic_seed
MT,2023,white,hisp,80-84,0.0,synthetic_seed
MT,2023,white,hisp,85+,0.0,synthetic_seed
MT,2023,black,non-hisp,0-4,0.0,synthetic_seed
MT,2023,black,non-hisp,5-9,0.0,synthetic_seed
MT,2023,black,non-hisp,10-14,0.0,synthetic_seed
MT,2023,black,non-hisp,15-19,0.015,synthetic_seed
MT,2023,black,non-hisp,20-24,0.065,synthetic_seed
MT,2023,black,non-hisp,25-29,0.1,synthetic_seed
MT,2023,black,non-hisp,30-34,0.1,synthetic_seed
MT,2023,black,non-hisp,35-39,0.05,synthetic_seed
MT,2023,black,non-hisp,40-44,0.012,synthetic_seed
MT,2023,black,non-hisp,45-49,0.001,synthetic_seed
MT,2023,black,non-hisp,50-54,0.0,synthetic_seed
MT,2023,black,non-hisp,55-59,0.0,synthetic_seed
MT,2023,black,non-hisp,60-64,0.0,synthetic_seed
MT,2023,black,non-hisp,65-69,0.0,synthetic_seed
MT,2023,black,non-hisp,70-74,0.0,synthetic_seed
MT,2023,black,non-hisp,75-79,0.0,synthetic_seed
MT,2023,black,non-hisp,80-84,0.0,synthetic_seed
MT,2023,black,non-hisp,85+,0.0,synthetic_seed
MT,2023,black,hisp,0-4,0.0,synthetic_seed
MT,2023,black,hisp,5-9,0.0,synthetic_seed
MT,2023,black,hisp,10-14,0.0,synthetic_seed
MT,2023,black,hisp,15-19,0.01725,synthetic_seed
MT,2023,black,hisp,20-24,0.07475,synthetic_seed
MT,2023,black,hisp,25-29,0.115,synthetic_seed
MT,2023,black,hisp,30-34,0.115,synthetic_seed
MT,2023,black,hisp,35-39,0.0575,synthetic_seed
MT,2023,black,hisp,40-44,0.0138,synthetic_seed
MT,2023,black,hisp,45-49,0.00115,synthetic_seed
MT,2023,black,hisp,50-54,0.0,synthetic_seed
MT,2023,black,hisp,55-59,0.0,synthetic_seed
MT,2023,black,hisp,60-64,0.0,synthetic_seed
MT,2023,black,hisp,65-69,0.0,synthetic_seed
MT,2023,black,hisp,70-74,0.0,synthetic_seed
MT,2023,black,hisp,75-79,0.0,synthetic_seed
MT,2023,black,hisp,80-84,0.0,synthetic_seed
MT,2023,black,hisp,85+,0.0,synthetic_seed
MT,2023,asian,non-hisp,0-4,0.0,synthetic_seed
MT,2023,asian,non-hisp,5-9,0.0,synthetic_seed
MT,2023,asian,non-hisp,10-14,0.0,synthetic_seed
MT,2023,asian,non-hisp,15-19,0.015,synthetic_seed
MT,2023,asian,non-hisp,20-24,0.065,synthetic_seed
MT,2023,asian,non-hisp,25-29,0.1,synthetic_seed
MT,2023,asian,non-hisp,30-34,0.1,synthetic_seed
MT,2023,asian,non-hisp,35-39,0.05,synthetic_seed
MT,2023,asian,non-hisp,40-44,0.012,synthetic_seed
MT,2023,asian,non-hisp,45-49,0.001,synthetic_seed
MT,2023,asian,non-hisp,50-54,0.0,synthetic_seed
MT,2023,asian,non-hisp,55-59,0.0,synthetic_seed
MT,2023,asian,non-hisp,60-64,0.0,synthetic_seed
MT,2023,asian,non-hisp,65-69,0.0,synthetic_seed
MT,2023,asian,non-hisp,70-74,0.0,synthetic_seed
MT,2023,asian,non-hisp,75-79,0.0,synthetic_seed
MT,2023,asian,non-hisp,80-84,0.0,synthetic_seed
MT,2023,asian,non-hisp,85+,0.0,synthetic_seed
MT,2023,asian,hisp,0-4,0.0,synthetic_seed
MT,2023,asian,hisp,5-9,0.0,synthetic_seed
MT,2023,asian,hisp,10-14,0.0,synthetic_seed
MT,2023,asian,hisp,15-19,0.01725,synthetic_seed
MT,2023,asian,hisp,20-24,0.07475,synthetic_seed
MT,2023,asian,hisp,25-29,0.115,synthetic_seed
MT,2023,asian,hisp,30-34,0.115,synthetic_seed
MT,2023,asian,hisp,35-39,0.0575,synthetic_seed
MT,2023,asian,hisp,40-44,0.0138,synthetic_seed
MT,2023,asian,hisp,45-49,0.00115,synthetic_seed
MT,2023,asian,hisp,50-54,0.0,synthetic_seed
MT,2023,asian,hisp,55-59,0.0,synthetic_seed
MT,2023,asian,hisp,60-64,0.0,synthetic_seed
MT,2023,asian,hisp,65-69,0.0,synthetic_seed
MT,2023,asian,hisp,70-74,0.0,synthetic_seed
MT,2023,asian,hisp,75-79,0.0,synthetic_seed
MT,2023,asian,hisp,80-84,0.0,synthetic_seed
MT,2023,asian,hisp,85+,0.0,synthetic_seed
MT,2023,other,non-hisp,0-4,0.0,synthetic_seed
MT,2023,other,non-hisp,5-9,0.0,synthetic_seed
MT,2023,other,non-hisp,10-14,0.0,synthetic_seed
MT,2023,other,non-hisp,15-19,0.0162,synthetic_seed
MT,2023,other,non-hisp,20-24,0.0702,synthetic_seed
MT,2023,other,non-hisp,25-29,0.108,synthetic_seed
MT,2023,other,non-hisp,30-34,0.108,synthetic_seed
MT,2023,other,non-hisp,35-39,0.054,synthetic_seed
MT,2023,other,non-hisp,40-44,0.01296,synthetic_seed
MT,2023,other,non-hisp,45-49,0.00108,synthetic_seed
MT,2023,other,non-hisp,50-54,0.0,synthetic_seed
MT,2023,other,non-hisp,55-59,0.0,synthetic_seed
MT,2023,other,non-hisp,60-64,0.0,synthetic_seed
MT,2023,other,non-hisp,65-69,0.0,synthetic_seed
MT,2023,other,non-hisp,70-74,0.0,synthetic_seed
MT,2023,other,non-hisp,75-79,0.0,synthetic_seed
MT,2023,other,non-hisp,80-84,0.0,synthetic_seed
MT,2023,other,non-hisp,85+,0.0,synthetic_seed
MT,2023,other,hisp,0-4,0.0,synthetic_seed
MT,2023,other,hisp,5-9,0.0,synthetic_seed
MT,2023,other,hisp,10-14,0.0,synthetic_seed
MT,2023,other,hisp,15-19,0.01725,synthetic_seed
MT,2023,other,hisp,20-24,0.07475,synthetic_seed
MT,2023,other,hisp,25-29,0.115,synthetic_seed
MT,2023,other,hisp,30-34,0.115,synthetic_seed
MT,2023,other,hisp,35-39,0.0575,synthetic_seed
MT,2023,other,hisp,40-44,0.0138,synthetic_seed
MT,2023,other,hisp,45-49,0.00115,synthetic_seed
MT,2023,other,hisp,50-54,0.0,synthetic_seed
MT,2023,other,hisp,55-59,0.0,synthetic_seed
MT,2023,other,hisp,60-64,0.0,synthetic_seed
MT,2023,other,hisp,65-69,0.0,synthetic_seed
MT,2023,other,hisp,70-74,0.0,synthetic_seed
MT,2023,other,hisp,75-79,0.0,synthetic_seed
MT,2023,other,hisp,80-84,0.0,synthetic_seed
MT,2023,other,hisp,85+,0.0,synthetic_seed
NE,2023,white,non-hisp,0-4,0.0,synthetic_seed
NE,2023,white,non-hisp,5-9,0.0,synthetic_seed
NE,2023,white,non-hisp,10-14,0.0,synthetic_seed
NE,2023,white,non-hisp,15-19,0.0147,synthetic_seed
NE,2023,white,non-hisp,20-24,0.0637,synthetic_seed
NE,2023,white,non-hisp,25-29,0.098,synthetic_seed
NE,2023,white,non-hisp,30-34,0.098,synthetic_seed
NE,2023,white,non-hisp,35-39,0.049,synthetic_seed
NE,2023,white,non-hisp,40-44,0.01176,synthetic_seed
NE,2023,white,non-hisp,45-49,0.00098,synthetic_seed
NE,2023,white,non-hisp,50-54,0.0,synthetic_seed
NE,2023,white,non-hisp,55-59,0.0,synthetic_seed
NE,2023,white,non-hisp,60-64,0.0,synthetic_seed
NE,2023,white,non-hisp,65-69,0.0,synthetic_seed
NE,2023,white,non-hisp,70-74,0.0,synthetic_seed
NE,2023,white,non-hisp,75-79,0.0,synthetic_seed
NE,2023,white,non-hisp,80-84,0.0,synthetic_seed
NE,2023,white,non-hisp,85+,0.0,synthetic_seed
NE,2023,white,hisp,0-4,0.0,synthetic_seed
NE,2023,white,hisp,5-9,0.0,synthetic_seed
NE,2023,white,hisp,10-14,0.0,synthetic_seed
NE,2023,white,hisp,15-19,0.016905,synthetic_seed
NE,2023,white,hisp,20-24,0.073255,synthetic_seed
NE,2023,white,hisp,25-29,0.1127,synthetic_seed
NE,2023,white,hisp,30-34,0.1127,synthetic_seed
NE,2023,white,hisp,35-39,0.05635,synthetic_seed
NE,2023,white,hisp,40-44,0.013524,synthetic_seed
NE,2023,white,hisp,45-49,0.001127,synthetic_seed
NE,2023,white,hisp,50-54,0.0,synthetic_seed
NE,2023,white,hisp,55-59,0.0,synthetic_seed
NE,2023,white,hisp,60-64,0.0,synthetic_seed
NE,2023,white,hisp,65-69,0.0,synthetic_seed
NE,2023,white,hisp,70-74,0.0,synthetic_seed
NE,2023,white,hisp,75-79,0.0,synthetic_seed
NE,2023,white,hisp,80-84,0.0,synthetic_seed
NE,2023,white,hisp,85+,0.0,synthetic_seed
NE,2023,black,non-hisp,0-4,0.0,synthetic_seed
NE,2023,black,non-hisp,5-9,0.0,synthetic_seed
NE,2023,black,non-hisp,10-14,0.0,synthetic_seed
NE,2023,black,non-hisp,15-19,0.0147,synthetic_seed
NE,2023,black,non-hisp,20-24,0.0637,synthetic_seed
NE,2023,black,non-hisp,25-29,0.098,synthetic_seed
NE,2023,black,non-hisp,30-34,0.098,synthetic_seed
NE,2023,black,non-hisp,35-39,0.049,synthetic_seed
NE,2023,black,non-hisp,40-44,0.01176,synthetic_seed
NE,2023,black,non-hisp,45-49,0.00098,synthetic_seed
NE,2023,black,non-hisp,50-54,0.0,synthetic_seed
NE,2023,black,non-hisp,55-59,0.0,synthetic_seed
NE,2023,black,non-hisp,60-64,0.0,synthetic_seed
NE,2023,black,non-hisp,65-69,0.0,synthetic_seed
NE,2023,black,non-hisp,70-74,0.0,synthetic_seed
NE,2023,black,non-hisp,75-79,0.0,synthetic_seed
NE,2023,black,non-hisp,80-84,0.0,synthetic_seed
NE,2023,black,non-hisp,85+,0.0,synthetic_seed
NE,2023,black,hisp,0-4,0.0,synthetic_seed
NE,2023,black,hisp,5-9,0.0,synthetic_seed
NE,2023,black,hisp,10-14,0.0,synthetic_seed
NE,2023,black,hisp,15-19,0.016905,synthetic_seed
NE,2023,black,hisp,20-24,0.073255,synthetic_seed
NE,2023,black,hisp,25-29,0.1127,synthetic_seed
NE,2023,black,hisp,30-34,0.1127,synthetic_seed
NE,2023,black,hisp,35-39,0.05635,synthetic_seed
NE,2023,black,hisp,40-44,0.013524,synthetic_seed
NE,2023,black,hisp,45-49,0.001127,synthetic_seed
NE,2023,black,hisp,50-54,0.0,synthetic_seed
NE,2023,black,hisp,55-59,0.0,synthetic_seed
NE,2023,black,hisp,60-64,0.0,synthetic_seed
NE,2023,black,hisp,65-69,0.0,synthetic_seed
NE,2023,black,hisp,70-74,0.0,synthetic_seed
NE,2023,black,hisp,75-79,0.0,synthetic_seed
NE,2023,black,hisp,80-84,0.0,synthetic_seed
NE,2023,black,hisp,85+,0.0,synthetic_seed
NE,2023,asian,non-hisp,0-4,0.0,synthetic_seed
NE,2023,asian,non-hisp,5-9,0.0,synthetic_seed
NE,2023,asian,non-hisp,10-14,0.0,synthetic_seed
NE,2023,asian,non-hisp,15-19,0.0147,synthetic_seed
NE,2023,asian,non-hisp,20-24,0.0637,synthetic_seed
NE,2023,asian,non-hisp,25-29,0.098,synthetic_seed
NE,2023,asian,non-hisp,30-34,0.098,synthetic_seed
NE,2023,asian,non-hisp,35-39,0.049,synthetic_seed
NE,2023,asian,non-hisp,40-44,0.01176,synthetic_seed
NE,2023,asian,non-hisp,45-49,0.00098,synthetic_seed
NE,2023,asian,non-hisp,50-54,0.0,synthetic_seed
NE,2023,asian,non-hisp,55-59,0.0,synthetic_seed
NE,2023,asian,non-hisp,60-64,0.0,synthetic_seed
NE,2023,asian,non-hisp,65-69,0.0,synthetic_seed
NE,2023,asian,non-hisp,70-74,0.0,synthetic_seed
NE,2023,asian,non-hisp,75-79,0.0,synthetic_seed
NE,2023,asian,non-hisp,80-84,0.0,synthetic_seed
NE,2023,asian,non-hisp,85+,0.0,synthetic_seed
NE,2023,asian,hisp,0-4,0.0,synthetic_seed
NE,2023,asian,hisp,5-9,0.0,synthetic_seed
NE,2023,asian,hisp,10-14,0.0,synthetic_seed
NE,2023,asian,hisp,15-19,0.016905,synthetic_seed
NE,2023,asian,hisp,20-24,0.073255,synthetic_seed
NE,2023,asian,hisp,25-29,0.1127,synthetic_seed
NE,2023,asian,hisp,30-34,0.1127,synthetic_seed
NE,2023,asian,hisp,35-39,0.05635,synthetic_seed
NE,2023,asian,hisp,40-44,0.013524,synthetic_seed
NE,2023,asian,hisp,45-49,0.001127,synthetic_seed
NE,2023,asian,hisp,50-54,0.0,synthetic_seed
NE,2023,asian,hisp,55-59,0.0,synthetic_seed
NE,2023,asian,hisp,60-64,0.0,synthetic_seed
NE,2023,asian,hisp,65-69,0.0,synthetic_seed
NE,2023,asian,hisp,70-74,0.0,synthetic_seed
NE,2023,asian,hisp,75-79,0.0,synthetic_seed
NE,2023,asian,hisp,80-84,0.0,synthetic_seed
NE,2023,asian,hisp,85+,0.0,synthetic_seed
NE,2023,other,non-hisp,0-4,0.0,synthetic_seed
NE,2023,other,non-hisp,5-9,0.0,synthetic_seed
NE,2023,other,non-hisp,10-14,0.0,synthetic_seed
NE,2023,other,non-hisp,15-19,0.015876,synthetic_seed
NE,2023,other,non-hisp,20-24,0.068796,synthetic_seed
NE,2023,other,non-hisp,25-29,0.10584,synthetic_seed
NE,2023,other,non-hisp,30-34,0.10584,synthetic_seed
NE,2023,other,non-hisp,35-39,0.05292,synthetic_seed
NE,2023,other,non-hisp,40-44,0.012701,synthetic_seed
NE,2023,other,non-hisp,45-49,0.001058,synthetic_seed
NE,2023,other,non-hisp,50-54,0.0,synthetic_seed
NE,2023,other,non-hisp,55-59,0.0,synthetic_seed
NE,2023,other,non-hisp,60-64,0.0,synthetic_seed
NE,2023,other,non-hisp,65-69,0.0,synthetic_seed
NE,2023,other,non-hisp,70-74,0.0,synthetic_seed
NE,2023,other,non-hisp,75-79,0.0,synthetic_seed
NE,2023,other,non-hisp,80-84,0.0,synthetic_seed
NE,2023,other,non-hisp,85+,0.0,synthetic_seed
NE,2023,other,hisp,0-4,0.0,synthetic_seed
NE,2023,other,hisp,5-9,0.0,synthetic_seed
NE,2023,other,hisp,10-14,0.0,synthetic_seed
NE,2023,other,hisp,15-19,0.016905,synthetic_seed
NE,2023,other,hisp,20-24,0.073255,synthetic_seed
NE,2023,other,hisp,25-29,0.1127,synthetic_seed
NE,2023,other,hisp,30-34,0.1127,synthetic_seed
NE,2023,other,hisp,35-39,0.05635,synthetic_seed
NE,2023,other,hisp,40-44,0.013524,synthetic_seed
NE,2023,other,hisp,45-49,0.001127,synthetic_seed
NE,2023,other,hisp,50-54,0.0,synthetic_seed
NE,2023,other,hisp,55-59,0.0,synthetic_seed
NE,2023,other,hisp,60-64,0.0,synthetic_seed
NE,2023,other,hisp,65-69,0.0,synthetic_seed
NE,2023,other,hisp,70-74,0.0,synthetic_seed
NE,2023,other,hisp,75-79,0.0,synthetic_seed
NE,2023,other,hisp,80-84,0.0,synthetic_seed
