state_code,year,race,origin,sex,age_group,lfpr,source
MO,2023,black,non-hisp,m,65-69,0.3757,synthetic_seed
MO,2023,black,non-hisp,f,65-69,0.2748,synthetic_seed
MO,2023,black,non-hisp,m,70-74,0.2253,synthetic_seed
MO,2023,black,non-hisp,f,70-74,0.1456,synthetic_seed
MO,2023,black,non-hisp,m,75-79,0.1193,synthetic_seed
MO,2023,black,non-hisp,f,75-79,0.064,synthetic_seed
MO,2023,black,non-hisp,m,80-84,0.0594,synthetic_seed
MO,2023,black,non-hisp,f,80-84,0.029,synthetic_seed
MO,2023,black,non-hisp,m,85+,0.0194,synthetic_seed
MO,2023,black,non-hisp,f,85+,0.0098,synthetic_seed
MO,2023,black,hisp,m,0-4,0.0,synthetic_seed
MO,2023,black,hisp,f,0-4,0.0,synthetic_seed
MO,2023,black,hisp,m,5-9,0.0,synthetic_seed
MO,2023,black,hisp,f,5-9,0.0,synthetic_seed
MO,2023,black,hisp,m,10-14,0.0,synthetic_seed
MO,2023,black,hisp,f,10-14,0.0,synthetic_seed
MO,2023,black,hisp,m,15-19,0.3599,synthetic_seed
MO,2023,black,hisp,f,15-19,0.319,synthetic_seed
MO,2023,black,hisp,m,20-24,0.7038,synthetic_seed
MO,2023,black,hisp,f,20-24,0.6831,synthetic_seed
MO,2023,black,hisp,m,25-29,0.8672,synthetic_seed
MO,2023,black,hisp,f,25-29,0.7394,synthetic_seed
MO,2023,black,hisp,m,30-34,0.8937,synthetic_seed
MO,2023,black,hisp,f,30-34,0.7386,synthetic_seed
MO,2023,black,hisp,m,35-39,0.8471,synthetic_seed
MO,2023,black,hisp,f,35-39,0.7264,synthetic_seed
MO,2023,black,hisp,m,40-44,0.8747,synthetic_seed
MO,2023,black,hisp,f,40-44,0.7339,synthetic_seed
MO,2023,black,hisp,m,45-49,0.8174,synthetic_seed
MO,2023,black,hisp,f,45-49,0.737,synthetic_seed
MO,2023,black,hisp,m,50-54,0.8105,synthetic_seed
MO,2023,black,hisp,f,50-54,0.7053,synthetic_seed
MO,2023,black,hisp,m,55-59,0.7354,synthetic_seed
MO,2023,black,hisp,f,55-59,0.6321,synthetic_seed
MO,2023,black,hisp,m,60-64,0.5833,synthetic_seed
MO,2023,black,hisp,f,60-64,0.4735,synthetic_seed
MO,2023,black,hisp,m,65-69,0.3579,synthetic_seed
MO,2023,black,hisp,f,65-69,0.274,synthetic_seed
MO,2023,black,hisp,m,70-74,0.2215,synthetic_seed
MO,2023,black,hisp,f,70-74,0.1499,synthetic_seed
MO,2023,black,hisp,m,75-79,0.1155,synthetic_seed
MO,2023,black,hisp,f,75-79,0.068,synthetic_seed
MO,2023,black,hisp,m,80-84,0.0554,synthetic_seed
MO,2023,black,hisp,f,80-84,0.028,synthetic_seed
MO,2023,black,hisp,m,85+,0.0191,synthetic_seed
MO,2023,black,hisp,f,85+,0.0097,synthetic_seed
MO,2023,asian,non-hisp,m,0-4,0.0,synthetic_seed
MO,2023,asian,non-hisp,f,0-4,0.0,synthetic_seed
MO,2023,asian,non-hisp,m,5-9,0.0,synthetic_seed
MO,2023,asian,non-hisp,f,5-9,0.0,synthetic_seed
MO,2023,asian,non-hisp,m,10-14,0.0,synthetic_seed
MO,2023,asian,non-hisp,f,10-14,0.0,synthetic_seed
MO,2023,asian,non-hisp,m,15-19,0.3764,synthetic_seed
MO,2023,asian,non-hisp,f,15-19,0.3081,synthetic_seed
MO,2023,asian,non-hisp,m,20-24,0.7702,synthetic_seed
MO,2023,asian,non-hisp,f,20-24,0.7057,synthetic_seed
MO,2023,asian,non-hisp,m,25-29,0.8884,synthetic_seed
MO,2023,asian,non-hisp,f,25-29,0.7342,synthetic_seed
MO,2023,asian,non-hisp,m,30-34,0.9249,synthetic_seed
MO,2023,asian,non-hisp,f,30-34,0.7193,synthetic_seed
MO,2023,asian,non-hisp,m,35-39,0.8941,synthetic_seed
MO,2023,asian,non-hisp,f,35-39,0.7621,synthetic_seed
MO,2023,asian,non-hisp,m,40-44,0.9416,synthetic_seed
MO,2023,asian,non-hisp,f,40-44,0.7802,synthetic_seed
MO,2023,asian,non-hisp,m,45-49,0.893,synthetic_seed
MO,2023,asian,non-hisp,f,45-49,0.785,synthetic_seed
MO,2023,asian,non-hisp,m,50-54,0.8673,synthetic_seed
MO,2023,asian,non-hisp,f,50-54,0.7465,synthetic_seed
MO,2023,asian,non-hisp,m,55-59,0.7894,synthetic_seed
MO,2023,asian,non-hisp,f,55-59,0.677,synthetic_seed
MO,2023,asian,non-hisp,m,60-64,0.6222,synthetic_seed
MO,2023,asian,non-hisp,f,60-64,0.5205,synthetic_seed
MO,2023,asian,non-hisp,m,65-69,0.3858,synthetic_seed
MO,2023,asian,non-hisp,f,65-69,0.2874,synthetic_seed
MO,2023,asian,non-hisp,m,70-74,0.229,synthetic_seed
MO,2023,asian,non-hisp,f,70-74,0.1451,synthetic_seed
MO,2023,asian,non-hisp,m,75-79,0.1238,synthetic_seed
MO,2023,asian,non-hisp,f,75-79,0.0724,synthetic_seed
MO,2023,asian,non-hisp,m,80-84,0.0619,synthetic_seed
MO,2023,asian,non-hisp,f,80-84,0.0294,synthetic_seed
MO,2023,asian,non-hisp,m,85+,0.0208,synthetic_seed
MO,2023,asian,non-hisp,f,85+,0.0097,synthetic_seed
MO,2023,asian,hisp,m,0-4,0.0,synthetic_seed
MO,2023,asian,hisp,f,0-4,0.0,synthetic_seed
MO,2023,asian,hisp,m,5-9,0.0,synthetic_seed
MO,2023,asian,hisp,f,5-9,0.0,synthetic_seed
MO,2023,asian,hisp,m,10-14,0.0,synthetic_seed
MO,2023,asian,hisp,f,10-14,0.0,synthetic_seed
MO,2023,asian,hisp,m,15-19,0.3506,synthetic_seed
MO,2023,asian,hisp,f,15-19,0.3207,synthetic_seed
MO,2023,asian,hisp,m,20-24,0.7477,synthetic_seed
MO,2023,asian,hisp,f,20-24,0.7178,synthetic_seed
MO,2023,asian,hisp,m,25-29,0.9084,synthetic_seed
MO,2023,asian,hisp,f,25-29,0.7614,synthetic_seed
MO,2023,asian,hisp,m,30-34,0.9282,synthetic_seed
MO,2023,asian,hisp,f,30-34,0.738,synthetic_seed
MO,2023,asian,hisp,m,35-39,0.9363,synthetic_seed
MO,2023,asian,hisp,f,35-39,0.739,synthetic_seed
MO,2023,asian,hisp,m,40-44,0.8926,synthetic_seed
MO,2023,asian,hisp,f,40-44,0.7364,synthetic_seed
MO,2023,asian,hisp,m,45-49,0.8746,synthetic_seed
MO,2023,asian,hisp,f,45-49,0.7746,synthetic_seed
MO,2023,asian,hisp,m,50-54,0.8352,synthetic_seed
MO,2023,asian,hisp,f,50-54,0.7625,synthetic_seed
MO,2023,asian,hisp,m,55-59,0.76,synthetic_seed
MO,2023,asian,hisp,f,55-59,0.6669,synthetic_seed
MO,2023,asian,hisp,m,60-64,0.616,synthetic_seed
MO,2023,asian,hisp,f,60-64,0.5202,synthetic_seed
MO,2023,asian,hisp,m,65-69,0.3877,synthetic_seed
MO,2023,asian,hisp,f,65-69,0.2925,synthetic_seed
MO,2023,asian,hisp,m,70-74,0.2339,synthetic_seed
MO,2023,asian,hisp,f,70-74,0.1597,synthetic_seed
MO,2023,asian,hisp,m,75-79,0.1234,synthetic_seed
MO,2023,asian,hisp,f,75-79,0.0738,synthetic_seed
MO,2023,asian,hisp,m,80-84,0.0612,synthetic_seed
MO,2023,asian,hisp,f,80-84,0.0301,synthetic_seed
MO,2023,asian,hisp,m,85+,0.0216,synthetic_seed
MO,2023,asian,hisp,f,85+,0.0101,synthetic_seed
MO,2023,other,non-hisp,m,0-4,0.0,synthetic_seed
MO,2023,other,non-hisp,f,0-4,0.0,synthetic_seed
MO,2023,other,non-hisp,m,5-9,0.0,synthetic_seed
MO,2023,other,non-hisp,f,5-9,0.0,synthetic_seed
MO,2023,other,non-hisp,m,10-14,0.0,synthetic_seed
MO,2023,other,non-hisp,f,10-14,0.0,synthetic_seed
MO,2023,other,non-hisp,m,15-19,0.3566,synthetic_seed
MO,2023,other,non-hisp,f,15-19,0.319,synthetic_seed
MO,2023,other,non-hisp,m,20-24,0.7625,synthetic_seed
MO,2023,other,non-hisp,f,20-24,0.7077,synthetic_seed
MO,2023,other,non-hisp,m,25-29,0.8781,synthetic_seed
MO,2023,other,non-hisp,f,25-29,0.7548,synthetic_seed
MO,2023,other,non-hisp,m,30-34,0.899,synthetic_seed
MO,2023,other,non-hisp,f,30-34,0.7127,synthetic_seed
MO,2023,other,non-hisp,m,35-39,0.8996,synthetic_seed
MO,2023,other,non-hisp,f,35-39,0.7176,synthetic_seed
MO,2023,other,non-hisp,m,40-44,0.8763,synthetic_seed
MO,2023,other,non-hisp,f,40-44,0.7506,synthetic_seed
MO,2023,other,non-hisp,m,45-49,0.8617,synthetic_seed
MO,2023,other,non-hisp,f,45-49,0.7772,synthetic_seed
MO,2023,other,non-hisp,m,50-54,0.8333,synthetic_seed
MO,2023,other,non-hisp,f,50-54,0.7018,synthetic_seed
MO,2023,other,non-hisp,m,55-59,0.7066,synthetic_seed
MO,2023,other,non-hisp,f,55-59,0.6449,synthetic_seed
MO,2023,other,non-hisp,m,60-64,0.5918,synthetic_seed
MO,2023,other,non-hisp,f,60-64,0.4987,synthetic_seed
MO,2023,other,non-hisp,m,65-69,0.3823,synthetic_seed
MO,2023,other,non-hisp,f,65-69,0.2809,synthetic_seed
MO,2023,other,non-hisp,m,70-74,0.2376,synthetic_seed
MO,2023,other,non-hisp,f,70-74,0.1561,synthetic_seed
MO,2023,other,non-hisp,m,75-79,0.1168,synthetic_seed
MO,2023,other,non-hisp,f,75-79,0.0712,synthetic_seed
MO,2023,other,non-hisp,m,80-84,0.0591,synthetic_seed
MO,2023,other,non-hisp,f,80-84,0.0296,synthetic_seed
MO,2023,other,non-hisp,m,85+,0.0196,synthetic_seed
MO,2023,other,non-hisp,f,85+,0.0101,synthetic_seed
MO,2023,other,hisp,m,0-4,0.0,synthetic_seed
MO,2023,other,hisp,f,0-4,0.0,synthetic_seed
MO,2023,other,hisp,m,5-9,0.0,synthetic_seed
MO,2023,other,hisp,f,5-9,0.0,synthetic_seed
MO,2023,other,hisp,m,10-14,0.0,synthetic_seed
MO,2023,other,hisp,f,10-14,0.0,synthetic_seed
MO,2023,other,hisp,m,15-19,0.3556,synthetic_seed
MO,2023,other,hisp,f,15-19,0.3136,synthetic_seed
MO,2023,other,hisp,m,20-24,0.7646,synthetic_seed
MO,2023,other,hisp,f,20-24,0.715,synthetic_seed
MO,2023,other,hisp,m,25-29,0.8997,synthetic_seed
MO,2023,other,hisp,f,25-29,0.7569,synthetic_seed
MO,2023,other,hisp,m,30-34,0.9025,synthetic_seed
MO,2023,other,hisp,f,30-34,0.722,synthetic_seed
MO,2023,other,hisp,m,35-39,0.9297,synthetic_seed
MO,2023,other,hisp,f,35-39,0.7518,synthetic_seed
MO,2023,other,hisp,m,40-44,0.9121,synthetic_seed
MO,2023,other,hisp,f,40-44,0.7905,synthetic_seed
MO,2023,other,hisp,m,45-49,0.88,synthetic_seed
MO,2023,other,hisp,f,45-49,0.7673,synthetic_seed
MO,2023,other,hisp,m,50-54,0.8213,synthetic_seed
MO,2023,other,hisp,f,50-54,0.7376,synthetic_seed
MO,2023,other,hisp,m,55-59,0.7568,synthetic_seed
MO,2023,other,hisp,f,55-59,0.6565,synthetic_seed
MO,2023,other,hisp,m,60-64,0.6025,synthetic_seed
MO,2023,other,hisp,f,60-64,0.4921,synthetic_seed
MO,2023,other,hisp,m,65-69,0.391,synthetic_seed
MO,2023,other,hisp,f,65-69,0.2727,synthetic_seed
MO,2023,other,hisp,m,70-74,0.2354,synthetic_seed
MO,2023,other,hisp,f,70-74,0.1489,synthetic_seed
MO,2023,other,hisp,m,75-79,0.1214,synthetic_seed
MO,2023,other,hisp,f,75-79,0.0715,synthetic_seed
MO,2023,other,hisp,m,80-84,0.0608,synthetic_seed
MO,2023,other,hisp,f,80-84,0.0298,synthetic_seed
MO,2023,other,hisp,m,85+,0.02,synthetic_seed
MO,2023,other,hisp,f,85+,0.01,synthetic_seed
MT,2023,white,non-hisp,m,0-4,0.0,synthetic_seed
MT,2023,white,non-hisp,f,0-4,0.0,synthetic_seed
MT,2023,white,non-hisp,m,5-9,0.0,synthetic_seed
MT,2023,white,non-hisp,f,5-9,0.0,synthetic_seed
MT,2023,white,non-hisp,m,10-14,0.0,synthetic_seed
MT,2023,white,non-hisp,f,10-14,0.0,synthetic_seed
MT,2023,white,non-hisp,m,15-19,0.3663,synthetic_seed
MT,2023,white,non-hisp,f,15-19,0.3144,synthetic_seed
MT,2023,white,non-hisp,m,20-24,0.7688,synthetic_seed
MT,2023,white,non-hisp,f,20-24,0.6905,synthetic_seed
MT,2023,white,non-hisp,m,25-29,0.8693,synthetic_seed
MT,2023,white,non-hisp,f,25-29,0.7459,synthetic_seed
MT,2023,white,non-hisp,m,30-34,0.8985,synthetic_seed
MT,2023,white,non-hisp,f,30-34,0.7456,synthetic_seed
MT,2023,white,non-hisp,m,35-39,0.9152,synthetic_seed
MT,2023,white,non-hisp,f,35-39,0.7325,synthetic_seed
MT,2023,white,non-hisp,m,40-44,0.9267,synthetic_seed
MT,2023,white,non-hisp,f,40-44,0.7702,synthetic_seed
MT,2023,white,non-hisp,m,45-49,0.8557,synthetic_seed
MT,2023,white,non-hisp,f,45-49,0.7761,synthetic_seed
MT,2023,white,non-hisp,m,50-54,0.789,synthetic_seed
MT,2023,white,non-hisp,f,50-54,0.7125,synthetic_seed
MT,2023,white,non-hisp,m,55-59,0.7481,synthetic_seed
MT,2023,white,non-hisp,f,55-59,0.6731,synthetic_seed
MT,2023,white,non-hisp,m,60-64,0.619,synthetic_seed
MT,2023,white,non-hisp,f,60-64,0.5135,synthetic_seed
MT,2023,white,non-hisp,m,65-69,0.3855,synthetic_seed
MT,2023,white,non-hisp,f,65-69,0.2743,synthetic_seed
MT,2023,white,non-hisp,m,70-74,0.234,synthetic_seed
MT,2023,white,non-hisp,f,70-74,0.152,synthetic_seed
MT,2023,white,non-hisp,m,75-79,0.1163,synthetic_seed
MT,2023,white,non-hisp,f,75-79,0.0695,synthetic_seed
MT,2023,white,non-hisp,m,80-84,0.061,synthetic_seed
MT,2023,white,non-hisp,f,80-84,0.0295,synthetic_seed
MT,2023,white,non-hisp,m,85+,0.0199,synthetic_seed
MT,2023,white,non-hisp,f,85+,0.01,synthetic_seed
MT,2023,white,hisp,m,0-4,0.0,synthetic_seed
MT,2023,white,hisp,f,0-4,0.0,synthetic_seed
MT,2023,white,hisp,m,5-9,0.0,synthetic_seed
MT,2023,white,hisp,f,5-9,0.0,synthetic_seed
MT,2023,white,hisp,m,10-14,0.0,synthetic_seed
MT,2023,white,hisp,f,10-14,0.0,synthetic_seed
MT,2023,white,hisp,m,15-19,0.359,synthetic_seed
MT,2023,white,hisp,f,15-19,0.3206,synthetic_seed
MT,2023,white,hisp,m,20-24,0.7381,synthetic_seed
MT,2023,white,hisp,f,20-24,0.6979,synthetic_seed
MT,2023,white,hisp,m,25-29,0.877,synthetic_seed
MT,2023,white,hisp,f,25-29,0.7628,synthetic_seed
MT,2023,white,hisp,m,30-34,0.9315,synthetic_seed
MT,2023,white,hisp,f,30-34,0.7342,synthetic_seed
MT,2023,white,hisp,m,35-39,0.8731,synthetic_seed
MT,2023,white,hisp,f,35-39,0.7105,synthetic_seed
MT,2023,white,hisp,m,40-44,0.9029,synthetic_seed
MT,2023,white,hisp,f,40-44,0.7855,synthetic_seed
MT,2023,white,hisp,m,45-49,0.8598,synthetic_seed
MT,2023,white,hisp,f,45-49,0.7548,synthetic_seed
MT,2023,white,hisp,m,50-54,0.8319,synthetic_seed
MT,2023,white,hisp,f,50-54,0.7237,synthetic_seed
MT,2023,white,hisp,m,55-59,0.7382,synthetic_seed
MT,2023,white,hisp,f,55-59,0.6559,synthetic_seed
MT,2023,white,hisp,m,60-64,0.612,synthetic_seed
MT,2023,white,hisp,f,60-64,0.498,synthetic_seed
MT,2023,white,hisp,m,65-69,0.3783,synthetic_seed
MT,2023,white,hisp,f,65-69,0.286,synthetic_seed
MT,2023,white,hisp,m,70-74,0.2306,synthetic_seed
MT,2023,white,hisp,f,70-74,0.1468,synthetic_seed
MT,2023,white,hisp,m,75-79,0.1206,synthetic_seed
MT,2023,white,hisp,f,75-79,0.0701,synthetic_seed
MT,2023,white,hisp,m,80-84,0.0615,synthetic_seed
MT,2023,white,hisp,f,80-84,0.0298,synthetic_seed
MT,2023,white,hisp,m,85+,0.0206,synthetic_seed
MT,2023,white,hisp,f,85+,0.01,synthetic_seed
MT,2023,black,non-hisp,m,0-4,0.0,synthetic_seed
MT,2023,black,non-hisp,f,0-4,0.0,synthetic_seed
MT,2023,black,non-hisp,m,5-9,0.0,synthetic_seed
MT,2023,black,non-hisp,f,5-9,0.0,synthetic_seed
MT,2023,black,non-hisp,m,10-14,0.0,synthetic_seed
MT,2023,black,non-hisp,f,10-14,0.0,synthetic_seed
MT,2023,black,non-hisp,m,15-19,0.3549,synthetic_seed
MT,2023,black,non-hisp,f,15-19,0.3011,synthetic_seed
MT,2023,black,non-hisp,m,20-24,0.7547,synthetic_seed
MT,2023,black,non-hisp,f,20-24,0.6623,synthetic_seed
MT,2023,black,non-hisp,m,25-29,0.8911,synthetic_seed
MT,2023,black,non-hisp,f,25-29,0.7214,synthetic_seed
MT,2023,black,non-hisp,m,30-34,0.893,synthetic_seed
MT,2023,black,non-hisp,f,30-34,0.7037,synthetic_seed
MT,2023,black,non-hisp,m,35-39,0.8728,synthetic_seed
MT,2023,black,non-hisp,f,35-39,0.7114,synthetic_seed
MT,2023,black,non-hisp,m,40-44,0.8954,synthetic_seed
MT,2023,black,non-hisp,f,40-44,0.7558,synthetic_seed
MT,2023,black,non-hisp,m,45-49,0.8336,synthetic_seed
MT,2023,black,non-hisp,f,45-49,0.7309,synthetic_seed
MT,2023,black,non-hisp,m,50-54,0.8118,synthetic_seed
MT,2023,black,non-hisp,f,50-54,0.7175,synthetic_seed
MT,2023,black,non-hisp,m,55-59,0.7253,synthetic_seed
MT,2023,black,non-hisp,f,55-59,0.6174,synthetic_seed
MT,2023,black,non-hisp,m,60-64,0.585,synthetic_seed
MT,2023,black,non-hisp,f,60-64,0.51,synthetic_seed
MT,2023,black,non-hisp,m,65-69,0.3558,synthetic_seed
MT,2023,black,non-hisp,f,65-69,0.2691,synthetic_seed
MT,2023,black,non-hisp,m,70-74,0.2231,synthetic_seed
MT,2023,black,non-hisp,f,70-74,0.1429,synthetic_seed
MT,2023,black,non-hisp,m,75-79,0.1146,synthetic_seed
MT,2023,black,non-hisp,f,75-79,0.0691,synthetic_seed
MT,2023,black,non-hisp,m,80-84,0.0585,synthetic_seed
MT,2023,black,non-hisp,f,80-84,0.0308,synthetic_seed
MT,2023,black,non-hisp,m,85+,0.0194,synthetic_seed
MT,2023,black,non-hisp,f,85+,0.01,synthetic_seed
MT,2023,black,hisp,m,0-4,0.0,synthetic_seed
MT,2023,black,hisp,f,0-4,0.0,synthetic_seed
MT,2023,black,hisp,m,5-9,0.0,synthetic_seed
MT,2023,black,hisp,f,5-9,0.0,synthetic_seed
MT,2023,black,hisp,m,10-14,0.0,synthetic_seed
MT,2023,black,hisp,f,10-14,0.0,synthetic_seed
MT,2023,black,hisp,m,15-19,0.3569,synthetic_seed
MT,2023,black,hisp,f,15-19,0.2997,synthetic_seed
MT,2023,black,hisp,m,20-24,0.72,synthetic_seed
MT,2023,black,hisp,f,20-24,0.6717,synthetic_seed
MT,2023,black,hisp,m,25-29,0.89,synthetic_seed
MT,2023,black,hisp,f,25-29,0.733,synthetic_seed
MT,2023,black,hisp,m,30-34,0.8799,synthetic_seed
MT,2023,black,hisp,f,30-34,0.7221,synthetic_seed
MT,2023,black,hisp,m,35-39,0.882,synthetic_seed
MT,2023,black,hisp,f,35-39,0.7095,synthetic_seed
MT,2023,black,hisp,m,40-44,0.8531,synthetic_seed
MT,2023,black,hisp,f,40-44,0.7314,synthetic_seed
MT,2023,black,hisp,m,45-49,0.8384,synthetic_seed
MT,2023,black,hisp,f,45-49,0.7423,synthetic_seed
MT,2023,black,hisp,m,50-54,0.8033,synthetic_seed
MT,2023,black,hisp,f,50-54,0.7142,synthetic_seed
MT,2023,black,hisp,m,55-59,0.7269,synthetic_seed
MT,2023,black,hisp,f,55-59,0.6235,synthetic_seed
MT,2023,black,hisp,m,60-64,0.5693,synthetic_seed
MT,2023,black,hisp,f,60-64,0.4771,synthetic_seed
MT,2023,black,hisp,m,65-69,0.3641,synthetic_seed
MT,2023,black,hisp,f,65-69,0.2654,synthetic_seed
MT,2023,black,hisp,m,70-74,0.2257,synthetic_seed
MT,2023,black,hisp,f,70-74,0.1471,synthetic_seed
MT,2023,black,hisp,m,75-79,0.1142,synthetic_seed
MT,2023,black,hisp,f,75-79,0.0677,synthetic_seed
MT,2023,black,hisp,m,80-84,0.0581,synthetic_seed
MT,2023,black,hisp,f,80-84,0.0292,synthetic_seed
MT,2023,black,hisp,m,85+,0.0191,synthetic_seed
MT,2023,black,hisp,f,85+,0.0099,synthetic_seed
MT,2023,asian,non-hisp,m,0-4,0.0,synthetic_seed
MT,2023,asian,non-hisp,f,0-4,0.0,synthetic_seed
MT,2023,asian,non-hisp,m,5-9,0.0,synthetic_seed
MT,2023,asian,non-hisp,f,5-9,0.0,synthetic_seed
MT,2023,asian,non-hisp,m,10-14,0.0,synthetic_seed
MT,2023,asian,non-hisp,f,10-14,0.0,synthetic_seed
MT,2023,asian,non-hisp,m,15-19,0.3737,synthetic_seed
MT,2023,asian,non-hisp,f,15-19,0.3401,synthetic_seed
MT,2023,asian,non-hisp,m,20-24,0.8007,synthetic_seed
MT,2023,asian,non-hisp,f,20-24,0.7203,synthetic_seed
MT,2023,asian,non-hisp,m,25-29,0.8576,synthetic_seed
MT,2023,asian,non-hisp,f,25-29,0.7779,synthetic_seed
MT,2023,asian,non-hisp,m,30-34,0.9341,synthetic_seed
MT,2023,asian,non-hisp,f,30-34,0.738,synthetic_seed
MT,2023,asian,non-hisp,m,35-39,0.9119,synthetic_seed
MT,2023,asian,non-hisp,f,35-39,0.7429,synthetic_seed
MT,2023,asian,non-hisp,m,40-44,0.9256,synthetic_seed
MT,2023,asian,non-hisp,f,40-44,0.7957,synthetic_seed
MT,2023,asian,non-hisp,m,45-49,0.9106,synthetic_seed
MT,2023,asian,non-hisp,f,45-49,0.7804,synthetic_seed
MT,2023,asian,non-hisp,m,50-54,0.8497,synthetic_seed
MT,2023,asian,non-hisp,f,50-54,0.7525,synthetic_seed
MT,2023,asian,non-hisp,m,55-59,0.7677,synthetic_seed
MT,2023,asian,non-hisp,f,55-59,0.643,synthetic_seed
MT,2023,asian,non-hisp,m,60-64,0.6162,synthetic_seed
MT,2023,asian,non-hisp,f,60-64,0.4982,synthetic_seed
MT,2023,asian,non-hisp,m,65-69,0.3762,synthetic_seed
MT,2023,asian,non-hisp,f,65-69,0.2807,synthetic_seed
MT,2023,asian,non-hisp,m,70-74,0.2292,synthetic_seed
MT,2023,asian,non-hisp,f,70-74,0.1594,synthetic_seed
MT,2023,asian,non-hisp,m,75-79,0.1217,synthetic_seed
MT,2023,asian,non-hisp,f,75-79,0.0703,synthetic_seed
MT,2023,asian,non-hisp,m,80-84,0.0613,synthetic_seed
MT,2023,asian,non-hisp,f,80-84,0.0314,synthetic_seed
MT,2023,asian,non-hisp,m,85+,0.0204,synthetic_seed
MT,2023,asian,non-hisp,f,85+,0.0102,synthetic_seed
MT,2023,asian,hisp,m,0-4,0.0,synthetic_seed
MT,2023,asian,hisp,f,0-4,0.0,synthetic_seed
MT,2023,asian,hisp,m,5-9,0.0,synthetic_seed
MT,2023,asian,hisp,f,5-9,0.0,synthetic_seed
MT,2023,asian,hisp,m,10-14,0.0,synthetic_seed
MT,2023,asian,hisp,f,10-14,0.0,synthetic_seed
MT,2023,asian,hisp,m,15-19,0.3709,synthetic_seed
MT,2023,asian,hisp,f,15-19,0.3153,synthetic_seed
MT,2023,asian,hisp,m,20-24,0.7578,synthetic_seed
MT,2023,asian,hisp,f,20-24,0.7203,synthetic_seed
MT,2023,asian,hisp,m,25-29,0.8916,synthetic_seed
MT,2023,asian,hisp,f,25-29,0.7644,synthetic_seed
MT,2023,asian,hisp,m,30-34,0.9672,synthetic_seed
MT,2023,asian,hisp,f,30-34,0.7307,synthetic_seed
MT,2023,asian,hisp,m,35-39,0.9202,synthetic_seed
MT,2023,asian,hisp,f,35-39,0.7841,synthetic_seed
MT,2023,asian,hisp,m,40-44,0.936,synthetic_seed
MT,2023,asian,hisp,f,40-44,0.7989,synthetic_seed
MT,2023,asian,hisp,m,45-49,0.8659,synthetic_seed
MT,2023,asian,hisp,f,45-49,0.8001,synthetic_seed
MT,2023,asian,hisp,m,50-54,0.8273,synthetic_seed
MT,2023,asian,hisp,f,50-54,0.7668,synthetic_seed
MT,2023,asian,hisp,m,55-59,0.7564,synthetic_seed
MT,2023,asian,hisp,f,55-59,0.6376,synthetic_seed
MT,2023,asian,hisp,m,60-64,0.6106,synthetic_seed
MT,2023,asian,hisp,f,60-64,0.5138,synthetic_seed
MT,2023,asian,hisp,m,65-69,0.4004,synthetic_seed
MT,2023,asian,hisp,f,65-69,0.2844,synthetic_seed
MT,2023,asian,hisp,m,70-74,0.2329,synthetic_seed
MT,2023,asian,hisp,f,70-74,0.1535,synthetic_seed
MT,2023,asian,hisp,m,75-79,0.1218,synthetic_seed
MT,2023,asian,hisp,f,75-79,0.0724,synthetic_seed
MT,2023,asian,hisp,m,80-84,0.0618,synthetic_seed
MT,2023,asian,hisp,f,80-84,0.0298,synthetic_seed
MT,2023,asian,hisp,m,85+,0.0202,synthetic_seed
MT,2023,asian,hisp,f,85+,0.01,synthetic_seed
MT,2023,other,non-hisp,m,0-4,0.0,synthetic_seed
MT,2023,other,non-hisp,f,0-4,0.0,synthetic_seed
MT,2023,other,non-hisp,m,5-9,0.0,synthetic_seed
MT,2023,other,non-hisp,f,5-9,0.0,synthetic_seed
MT,2023,other,non-hisp,m,10-14,0.0,synthetic_seed
MT,2023,other,non-hisp,f,10-14,0.0,synthetic_seed
MT,2023,other,non-hisp,m,15-19,0.3637,synthetic_seed
MT,2023,other,non-hisp,f,15-19,0.3249,synthetic_seed
MT,2023,other,non-hisp,m,20-24,0.7371,synthetic_seed
MT,2023,other,non-hisp,f,20-24,0.7092,synthetic_seed
MT,2023,other,non-hisp,m,25-29,0.8515,synthetic_seed
MT,2023,other,non-hisp,f,25-29,0.7492,synthetic_seed
MT,2023,other,non-hisp,m,30-34,0.9173,synthetic_seed
MT,2023,other,non-hisp,f,30-34,0.7253,synthetic_seed
MT,2023,other,non-hisp,m,35-39,0.9451,synthetic_seed
MT,2023,other,non-hisp,f,35-39,0.7355,synthetic_seed
MT,2023,other,non-hisp,m,40-44,0.8919,synthetic_seed
MT,2023,other,non-hisp,f,40-44,0.7691,synthetic_seed
MT,2023,other,non-hisp,m,45-49,0.8559,synthetic_seed
MT,2023,other,non-hisp,f,45-49,0.7959,synthetic_seed
MT,2023,other,non-hisp,m,50-54,0.849,synthetic_seed
MT,2023,other,non-hisp,f,50-54,0.7238,synthetic_seed
MT,2023,other,non-hisp,m,55-59,0.7104,synthetic_seed
MT,2023,other,non-hisp,f,55-59,0.6414,synthetic_seed
MT,2023,other,non-hisp,m,60-64,0.5956,synthetic_seed
MT,2023,other,non-hisp,f,60-64,0.5089,synthetic_seed
MT,2023,other,non-hisp,m,65-69,0.3945,synthetic_seed
MT,2023,other,non-hisp,f,65-69,0.2795,synthetic_seed
MT,2023,other,non-hisp,m,70-74,0.231,synthetic_seed
MT,2023,other,non-hisp,f,70-74,0.1507,synthetic_seed
