state_code,year,race,origin,sex,age_group,net_migration,migration_rate,source
MN,2023,black,hisp,f,45-49,,0.00625,synthetic_seed
MN,2023,black,hisp,f,50-54,,0.00587,synthetic_seed
MN,2023,black,hisp,f,55-59,,0.00221,synthetic_seed
MN,2023,black,hisp,f,60-64,,0.00223,synthetic_seed
MN,2023,black,hisp,f,65-69,,0.00249,synthetic_seed
MN,2023,black,hisp,f,70-74,,0.00289,synthetic_seed
MN,2023,black,hisp,f,75-79,,0.00243,synthetic_seed
MN,2023,black,hisp,f,80-84,,0.002,synthetic_seed
MN,2023,black,hisp,f,85+,,0.00213,synthetic_seed
MN,2023,asian,non-hisp,m,0-4,,0.00216,synthetic_seed
MN,2023,asian,non-hisp,m,5-9,,0.00164,synthetic_seed
MN,2023,asian,non-hisp,m,10-14,,0.0018,synthetic_seed
MN,2023,asian,non-hisp,m,15-19,,0.00708,synthetic_seed
MN,2023,asian,non-hisp,m,20-24,,0.0109,synthetic_seed
MN,2023,asian,non-hisp,m,25-29,,0.0124,synthetic_seed
MN,2023,asian,non-hisp,m,30-34,,0.01354,synthetic_seed
MN,2023,asian,non-hisp,m,35-39,,0.01507,synthetic_seed
MN,2023,asian,non-hisp,m,40-44,,0.01007,synthetic_seed
MN,2023,asian,non-hisp,m,45-49,,0.00519,synthetic_seed
MN,2023,asian,non-hisp,m,50-54,,0.00663,synthetic_seed
MN,2023,asian,non-hisp,m,55-59,,0.0021,synthetic_seed
MN,2023,asian,non-hisp,m,60-64,,0.00245,synthetic_seed
MN,2023,asian,non-hisp,m,65-69,,0.00245,synthetic_seed
MN,2023,asian,non-hisp,m,70-74,,0.00228,synthetic_seed
MN,2023,asian,non-hisp,m,75-79,,0.0018,synthetic_seed
MN,2023,asian,non-hisp,m,80-84,,0.00227,synthetic_seed
MN,2023,asian,non-hisp,m,85+,,0.00317,synthetic_seed
MN,2023,asian,non-hisp,f,0-4,,0.00201,synthetic_seed
MN,2023,asian,non-hisp,f,5-9,,0.00227,synthetic_seed
MN,2023,asian,non-hisp,f,10-14,,0.00281,synthetic_seed
MN,2023,asian,non-hisp,f,15-19,,0.00662,synthetic_seed
MN,2023,asian,non-hisp,f,20-24,,0.01075,synthetic_seed
MN,2023,asian,non-hisp,f,25-29,,0.01172,synthetic_seed
MN,2023,asian,non-hisp,f,30-34,,0.01133,synthetic_seed
MN,2023,asian,non-hisp,f,35-39,,0.01277,synthetic_seed
MN,2023,asian,non-hisp,f,40-44,,0.01458,synthetic_seed
MN,2023,asian,non-hisp,f,45-49,,0.00544,synthetic_seed
MN,2023,asian,non-hisp,f,50-54,,0.00695,synthetic_seed
MN,2023,asian,non-hisp,f,55-59,,0.00274,synthetic_seed
MN,2023,asian,non-hisp,f,60-64,,0.00203,synthetic_seed
MN,2023,asian,non-hisp,f,65-69,,0.00237,synthetic_seed
MN,2023,asian,non-hisp,f,70-74,,0.002,synthetic_seed
MN,2023,asian,non-hisp,f,75-79,,0.00277,synthetic_seed
MN,2023,asian,non-hisp,f,80-84,,0.00251,synthetic_seed
MN,2023,asian,non-hisp,f,85+,,0.00227,synthetic_seed
MN,2023,asian,hisp,m,0-4,,0.00178,synthetic_seed
MN,2023,asian,hisp,m,5-9,,0.00237,synthetic_seed
MN,2023,asian,hisp,m,10-14,,0.00274,synthetic_seed
MN,2023,asian,hisp,m,15-19,,0.00443,synthetic_seed
MN,2023,asian,hisp,m,20-24,,0.01311,synthetic_seed
MN,2023,asian,hisp,m,25-29,,0.01354,synthetic_seed
MN,2023,asian,hisp,m,30-34,,0.00538,synthetic_seed
MN,2023,asian,hisp,m,35-39,,0.01316,synthetic_seed
MN,2023,asian,hisp,m,40-44,,0.01452,synthetic_seed
MN,2023,asian,hisp,m,45-49,,0.00566,synthetic_seed
MN,2023,asian,hisp,m,50-54,,0.00465,synthetic_seed
MN,2023,asian,hisp,m,55-59,,0.00244,synthetic_seed
MN,2023,asian,hisp,m,60-64,,0.00233,synthetic_seed
MN,2023,asian,hisp,m,65-69,,0.00189,synthetic_seed
MN,2023,asian,hisp,m,70-74,,0.00236,synthetic_seed
MN,2023,asian,hisp,m,75-79,,0.00212,synthetic_seed
MN,2023,asian,hisp,m,80-84,,0.00191,synthetic_seed
MN,2023,asian,hisp,m,85+,,0.00215,synthetic_seed
MN,2023,asian,hisp,f,0-4,,0.00262,synthetic_seed
MN,2023,asian,hisp,f,5-9,,0.00185,synthetic_seed
MN,2023,asian,hisp,f,10-14,,0.00233,synthetic_seed
MN,2023,asian,hisp,f,15-19,,0.00514,synthetic_seed
MN,2023,asian,hisp,f,20-24,,0.0131,synthetic_seed
MN,2023,asian,hisp,f,25-29,,0.0124,synthetic_seed
MN,2023,asian,hisp,f,30-34,,0.00881,synthetic_seed
MN,2023,asian,hisp,f,35-39,,0.01423,synthetic_seed
MN,2023,asian,hisp,f,40-44,,0.01206,synthetic_seed
MN,2023,asian,hisp,f,45-49,,0.00539,synthetic_seed
MN,2023,asian,hisp,f,50-54,,0.00541,synthetic_seed
MN,2023,asian,hisp,f,55-59,,0.00314,synthetic_seed
MN,2023,asian,hisp,f,60-64,,0.00273,synthetic_seed
MN,2023,asian,hisp,f,65-69,,0.00273,synthetic_seed
MN,2023,asian,hisp,f,70-74,,0.00204,synthetic_seed
MN,2023,asian,hisp,f,75-79,,0.00198,synthetic_seed
MN,2023,asian,hisp,f,80-84,,0.00184,synthetic_seed
MN,2023,asian,hisp,f,85+,,0.00214,synthetic_seed
MN,2023,other,non-hisp,m,0-4,,0.00256,synthetic_seed
MN,2023,other,non-hisp,m,5-9,,0.00271,synthetic_seed
MN,2023,other,non-hisp,m,10-14,,0.00254,synthetic_seed
MN,2023,other,non-hisp,m,15-19,,0.00615,synthetic_seed
MN,2023,other,non-hisp,m,20-24,,0.01196,synthetic_seed
MN,2023,other,non-hisp,m,25-29,,0.01036,synthetic_seed
MN,2023,other,non-hisp,m,30-34,,0.01434,synthetic_seed
MN,2023,other,non-hisp,m,35-39,,0.01148,synthetic_seed
MN,2023,other,non-hisp,m,40-44,,0.01439,synthetic_seed
MN,2023,other,non-hisp,m,45-49,,0.00588,synthetic_seed
MN,2023,other,non-hisp,m,50-54,,0.00687,synthetic_seed
MN,2023,other,non-hisp,m,55-59,,0.00233,synthetic_seed
MN,2023,other,non-hisp,m,60-64,,0.00245,synthetic_seed
MN,2023,other,non-hisp,m,65-69,,0.00255,synthetic_seed
MN,2023,other,non-hisp,m,70-74,,0.00296,synthetic_seed
MN,2023,other,non-hisp,m,75-79,,0.00235,synthetic_seed
MN,2023,other,non-hisp,m,80-84,,0.00258,synthetic_seed
MN,2023,other,non-hisp,m,85+,,0.00272,synthetic_seed
MN,2023,other,non-hisp,f,0-4,,0.00308,synthetic_seed
MN,2023,other,non-hisp,f,5-9,,0.00231,synthetic_seed
MN,2023,other,non-hisp,f,10-14,,0.00262,synthetic_seed
MN,2023,other,non-hisp,f,15-19,,0.00635,synthetic_seed
MN,2023,other,non-hisp,f,20-24,,0.00961,synthetic_seed
MN,2023,other,non-hisp,f,25-29,,0.01456,synthetic_seed
MN,2023,other,non-hisp,f,30-34,,0.01197,synthetic_seed
MN,2023,other,non-hisp,f,35-39,,0.01331,synthetic_seed
MN,2023,other,non-hisp,f,40-44,,0.01308,synthetic_seed
MN,2023,other,non-hisp,f,45-49,,0.00507,synthetic_seed
MN,2023,other,non-hisp,f,50-54,,0.00604,synthetic_seed
MN,2023,other,non-hisp,f,55-59,,0.00248,synthetic_seed
MN,2023,other,non-hisp,f,60-64,,0.00243,synthetic_seed
MN,2023,other,non-hisp,f,65-69,,0.00248,synthetic_seed
MN,2023,other,non-hisp,f,70-74,,0.00223,synthetic_seed
MN,2023,other,non-hisp,f,75-79,,0.00205,synthetic_seed
MN,2023,other,non-hisp,f,80-84,,0.00178,synthetic_seed
MN,2023,other,non-hisp,f,85+,,0.00232,synthetic_seed
MN,2023,other,hisp,m,0-4,,0.00232,synthetic_seed
MN,2023,other,hisp,m,5-9,,0.00201,synthetic_seed
MN,2023,other,hisp,m,10-14,,0.00208,synthetic_seed
MN,2023,other,hisp,m,15-19,,0.00611,synthetic_seed
MN,2023,other,hisp,m,20-24,,0.01172,synthetic_seed
MN,2023,other,hisp,m,25-29,,0.01381,synthetic_seed
MN,2023,other,hisp,m,30-34,,0.01189,synthetic_seed
MN,2023,other,hisp,m,35-39,,0.01158,synthetic_seed
MN,2023,other,hisp,m,40-44,,0.01382,synthetic_seed
MN,2023,other,hisp,m,45-49,,0.00711,synthetic_seed
MN,2023,other,hisp,m,50-54,,0.00501,synthetic_seed
MN,2023,other,hisp,m,55-59,,0.00215,synthetic_seed
MN,2023,other,hisp,m,60-64,,0.0027,synthetic_seed
MN,2023,other,hisp,m,65-69,,0.0027,synthetic_seed
MN,2023,other,hisp,m,70-74,,0.00153,synthetic_seed
MN,2023,other,hisp,m,75-79,,0.00304,synthetic_seed
MN,2023,other,hisp,m,80-84,,0.00262,synthetic_seed
MN,2023,other,hisp,m,85+,,0.00282,synthetic_seed
MN,2023,other,hisp,f,0-4,,0.00228,synthetic_seed
MN,2023,other,hisp,f,5-9,,0.0023,synthetic_seed
MN,2023,other,hisp,f,10-14,,0.00216,synthetic_seed
MN,2023,other,hisp,f,15-19,,0.00523,synthetic_seed
MN,2023,other,hisp,f,20-24,,0.0125,synthetic_seed
MN,2023,other,hisp,f,25-29,,0.01131,synthetic_seed
MN,2023,other,hisp,f,30-34,,0.01279,synthetic_seed
MN,2023,other,hisp,f,35-39,,0.00954,synthetic_seed
MN,2023,other,hisp,f,40-44,,0.01123,synthetic_seed
MN,2023,other,hisp,f,45-49,,0.00534,synthetic_seed
MN,2023,other,hisp,f,50-54,,0.00555,synthetic_seed
MN,2023,other,hisp,f,55-59,,0.00273,synthetic_seed
MN,2023,other,hisp,f,60-64,,0.00287,synthetic_seed
MN,2023,other,hisp,f,65-69,,0.00186,synthetic_seed
MN,2023,other,hisp,f,70-74,,0.00267,synthetic_seed
MN,2023,other,hisp,f,75-79,,0.0024,synthetic_seed
MN,2023,other,hisp,f,80-84,,0.00199,synthetic_seed
MN,2023,other,hisp,f,85+,,0.00245,synthetic_seed
MS,2023,white,non-hisp,m,0-4,,0.00135,synthetic_seed
MS,2023,white,non-hisp,m,5-9,,0.00114,synthetic_seed
MS,2023,white,non-hisp,m,10-14,,0.00093,synthetic_seed
MS,2023,white,non-hisp,m,15-19,,0.00272,synthetic_seed
MS,2023,white,non-hisp,m,20-24,,0.00539,synthetic_seed
MS,2023,white,non-hisp,m,25-29,,0.00379,synthetic_seed
MS,2023,white,non-hisp,m,30-34,,0.00613,synthetic_seed
MS,2023,white,non-hisp,m,35-39,,0.00788,synthetic_seed
MS,2023,white,non-hisp,m,40-44,,0.00354,synthetic_seed
MS,2023,white,non-hisp,m,45-49,,0.00374,synthetic_seed
MS,2023,white,non-hisp,m,50-54,,0.00291,synthetic_seed
MS,2023,white,non-hisp,m,55-59,,0.00113,synthetic_seed
MS,2023,white,non-hisp,m,60-64,,0.0015,synthetic_seed
MS,2023,white,non-hisp,m,65-69,,0.00141,synthetic_seed
MS,2023,white,non-hisp,m,70-74,,0.001,synthetic_seed
MS,2023,white,non-hisp,m,75-79,,0.00107,synthetic_seed
MS,2023,white,non-hisp,m,80-84,,0.00135,synthetic_seed
MS,2023,white,non-hisp,m,85+,,0.001,synthetic_seed
MS,2023,white,non-hisp,f,0-4,,0.00124,synthetic_seed
MS,2023,white,non-hisp,f,5-9,,0.00112,synthetic_seed
MS,2023,white,non-hisp,f,10-14,,0.00127,synthetic_seed
MS,2023,white,non-hisp,f,15-19,,0.00373,synthetic_seed
MS,2023,white,non-hisp,f,20-24,,0.00636,synthetic_seed
MS,2023,white,non-hisp,f,25-29,,0.00673,synthetic_seed
MS,2023,white,non-hisp,f,30-34,,0.00656,synthetic_seed
MS,2023,white,non-hisp,f,35-39,,0.00496,synthetic_seed
MS,2023,white,non-hisp,f,40-44,,0.0077,synthetic_seed
MS,2023,white,non-hisp,f,45-49,,0.00242,synthetic_seed
MS,2023,white,non-hisp,f,50-54,,0.00242,synthetic_seed
MS,2023,white,non-hisp,f,55-59,,0.00142,synthetic_seed
MS,2023,white,non-hisp,f,60-64,,0.00106,synthetic_seed
MS,2023,white,non-hisp,f,65-69,,0.00142,synthetic_seed
MS,2023,white,non-hisp,f,70-74,,0.00119,synthetic_seed
MS,2023,white,non-hisp,f,75-79,,0.00125,synthetic_seed
MS,2023,white,non-hisp,f,80-84,,0.00107,synthetic_seed
MS,2023,white,non-hisp,f,85+,,0.00128,synthetic_seed
MS,2023,white,hisp,m,0-4,,0.00094,synthetic_seed
MS,2023,white,hisp,m,5-9,,0.00123,synthetic_seed
MS,2023,white,hisp,m,10-14,,0.0015,synthetic_seed
MS,2023,white,hisp,m,15-19,,0.00395,synthetic_seed
MS,2023,white,hisp,m,20-24,,0.00705,synthetic_seed
MS,2023,white,hisp,m,25-29,,0.00548,synthetic_seed
MS,2023,white,hisp,m,30-34,,0.00672,synthetic_seed
MS,2023,white,hisp,m,35-39,,0.0059,synthetic_seed
MS,2023,white,hisp,m,40-44,,0.00626,synthetic_seed
MS,2023,white,hisp,m,45-49,,0.0027,synthetic_seed
MS,2023,white,hisp,m,50-54,,0.00241,synthetic_seed
MS,2023,white,hisp,m,55-59,,0.00131,synthetic_seed
MS,2023,white,hisp,m,60-64,,0.0014,synthetic_seed
MS,2023,white,hisp,m,65-69,,0.0014,synthetic_seed
MS,2023,white,hisp,m,70-74,,0.00125,synthetic_seed
MS,2023,white,hisp,m,75-79,,0.00133,synthetic_seed
MS,2023,white,hisp,m,80-84,,0.00137,synthetic_seed
MS,2023,white,hisp,m,85+,,0.00097,synthetic_seed
MS,2023,white,hisp,f,0-4,,0.00118,synthetic_seed
MS,2023,white,hisp,f,5-9,,0.00126,synthetic_seed
MS,2023,white,hisp,f,10-14,,0.00117,synthetic_seed
MS,2023,white,hisp,f,15-19,,0.00285,synthetic_seed
MS,2023,white,hisp,f,20-24,,0.00697,synthetic_seed
MS,2023,white,hisp,f,25-29,,0.00617,synthetic_seed
MS,2023,white,hisp,f,30-34,,0.0064,synthetic_seed
MS,2023,white,hisp,f,35-39,,0.00668,synthetic_seed
MS,2023,white,hisp,f,40-44,,0.00616,synthetic_seed
MS,2023,white,hisp,f,45-49,,0.0032,synthetic_seed
MS,2023,white,hisp,f,50-54,,0.0028,synthetic_seed
MS,2023,white,hisp,f,55-59,,0.00119,synthetic_seed
MS,2023,white,hisp,f,60-64,,0.00104,synthetic_seed
MS,2023,white,hisp,f,65-69,,0.00094,synthetic_seed
MS,2023,white,hisp,f,70-74,,0.00137,synthetic_seed
MS,2023,white,hisp,f,75-79,,0.0012,synthetic_seed
MS,2023,white,hisp,f,80-84,,0.00124,synthetic_seed
MS,2023,white,hisp,f,85+,,0.00129,synthetic_seed
MS,2023,black,non-hisp,m,0-4,,0.0013,synthetic_seed
MS,2023,black,non-hisp,m,5-9,,0.00125,synthetic_seed
MS,2023,black,non-hisp,m,10-14,,0.00101,synthetic_seed
MS,2023,black,non-hisp,m,15-19,,0.00315,synthetic_seed
MS,2023,black,non-hisp,m,20-24,,0.00634,synthetic_seed
MS,2023,black,non-hisp,m,25-29,,0.005,synthetic_seed
MS,2023,black,non-hisp,m,30-34,,0.00626,synthetic_seed
MS,2023,black,non-hisp,m,35-39,,0.00557,synthetic_seed
MS,2023,black,non-hisp,m,40-44,,0.00665,synthetic_seed
MS,2023,black,non-hisp,m,45-49,,0.00332,synthetic_seed
MS,2023,black,non-hisp,m,50-54,,0.00353,synthetic_seed
MS,2023,black,non-hisp,m,55-59,,0.001,synthetic_seed
MS,2023,black,non-hisp,m,60-64,,0.00125,synthetic_seed
MS,2023,black,non-hisp,m,65-69,,0.00123,synthetic_seed
MS,2023,black,non-hisp,m,70-74,,0.00132,synthetic_seed
MS,2023,black,non-hisp,m,75-79,,0.00115,synthetic_seed
MS,2023,black,non-hisp,m,80-84,,0.00168,synthetic_seed
MS,2023,black,non-hisp,m,85+,,0.00118,synthetic_seed
MS,2023,black,non-hisp,f,0-4,,0.0012,synthetic_seed
MS,2023,black,non-hisp,f,5-9,,0.00141,synthetic_seed
MS,2023,black,non-hisp,f,10-14,,0.00119,synthetic_seed
MS,2023,black,non-hisp,f,15-19,,0.00275,synthetic_seed
MS,2023,black,non-hisp,f,20-24,,0.00542,synthetic_seed
MS,2023,black,non-hisp,f,25-29,,0.00632,synthetic_seed
MS,2023,black,non-hisp,f,30-34,,0.0052,synthetic_seed
MS,2023,black,non-hisp,f,35-39,,0.00543,synthetic_seed
MS,2023,black,non-hisp,f,40-44,,0.00512,synthetic_seed
MS,2023,black,non-hisp,f,45-49,,0.00352,synthetic_seed
MS,2023,black,non-hisp,f,50-54,,0.00314,synthetic_seed
MS,2023,black,non-hisp,f,55-59,,0.00125,synthetic_seed
MS,2023,black,non-hisp,f,60-64,,0.00135,synthetic_seed
MS,2023,black,non-hisp,f,65-69,,0.00107,synthetic_seed
MS,2023,black,non-hisp,f,70-74,,0.00117,synthetic_seed
MS,2023,black,non-hisp,f,75-79,,0.00113,synthetic_seed
MS,2023,black,non-hisp,f,80-84,,0.00131,synthetic_seed
MS,2023,black,non-hisp,f,85+,,0.00136,synthetic_seed
MS,2023,black,hisp,m,0-4,,0.0014,synthetic_seed
MS,2023,black,hisp,m,5-9,,0.00099,synthetic_seed
MS,2023,black,hisp,m,10-14,,0.00129,synthetic_seed
MS,2023,black,hisp,m,15-19,,0.00349,synthetic_seed
MS,2023,black,hisp,m,20-24,,0.00685,synthetic_seed
MS,2023,black,hisp,m,25-29,,0.00753,synthetic_seed
MS,2023,black,hisp,m,30-34,,0.00652,synthetic_seed
MS,2023,black,hisp,m,35-39,,0.0073,synthetic_seed
MS,2023,black,hisp,m,40-44,,0.00687,synthetic_seed
MS,2023,black,hisp,m,45-49,,0.00304,synthetic_seed
MS,2023,black,hisp,m,50-54,,0.00286,synthetic_seed
MS,2023,black,hisp,m,55-59,,0.001,synthetic_seed
MS,2023,black,hisp,m,60-64,,0.00131,synthetic_seed
MS,2023,black,hisp,m,65-69,,0.00119,synthetic_seed
MS,2023,black,hisp,m,70-74,,0.00116,synthetic_seed
MS,2023,black,hisp,m,75-79,,0.00093,synthetic_seed
MS,2023,black,hisp,m,80-84,,0.00119,synthetic_seed
MS,2023,black,hisp,m,85+,,0.00179,synthetic_seed
MS,2023,black,hisp,f,0-4,,0.00111,synthetic_seed
MS,2023,black,hisp,f,5-9,,0.00089,synthetic_seed
MS,2023,black,hisp,f,10-14,,0.00131,synthetic_seed
MS,2023,black,hisp,f,15-19,,0.00299,synthetic_seed
MS,2023,black,hisp,f,20-24,,0.00599,synthetic_seed
MS,2023,black,hisp,f,25-29,,0.00699,synthetic_seed
MS,2023,black,hisp,f,30-34,,0.00687,synthetic_seed
MS,2023,black,hisp,f,35-39,,0.00574,synthetic_seed
MS,2023,black,hisp,f,40-44,,0.00707,synthetic_seed
MS,2023,black,hisp,f,45-49,,0.00283,synthetic_seed
MS,2023,black,hisp,f,50-54,,0.0034,synthetic_seed
MS,2023,black,hisp,f,55-59,,0.00126,synthetic_seed
MS,2023,black,hisp,f,60-64,,0.00108,synthetic_seed
MS,2023,black,hisp,f,65-69,,0.00106,synthetic_seed
MS,2023,black,hisp,f,70-74,,0.00118,synthetic_seed
MS,2023,black,hisp,f,75-79,,0.00129,synthetic_seed
MS,2023,black,hisp,f,80-84,,0.00136,synthetic_seed
MS,2023,black,hisp,f,85+,,0.00102,synthetic_seed
MS,2023,asian,non-hisp,m,0-4,,0.00153,synthetic_seed
MS,2023,asian,non-hisp,m,5-9,,0.00122,synthetic_seed
MS,2023,asian,non-hisp,m,10-14,,0.00137,synthetic_seed
MS,2023,asian,non-hisp,m,15-19,,0.00304,synthetic_seed
MS,2023,asian,non-hisp,m,20-24,,0.00629,synthetic_seed
MS,2023,asian,non-hisp,m,25-29,,0.00563,synthetic_seed
MS,2023,asian,non-hisp,m,30-34,,0.00695,synthetic_seed
MS,2023,asian,non-hisp,m,35-39,,0.00655,synthetic_seed
MS,2023,asian,non-hisp,m,40-44,,0.00504,synthetic_seed
MS,2023,asian,non-hisp,m,45-49,,0.00358,synthetic_seed
MS,2023,asian,non-hisp,m,50-54,,0.00225,synthetic_seed
MS,2023,asian,non-hisp,m,55-59,,0.00133,synthetic_seed
MS,2023,asian,non-hisp,m,60-64,,0.00145,synthetic_seed
MS,2023,asian,non-hisp,m,65-69,,0.00119,synthetic_seed
MS,2023,asian,non-hisp,m,70-74,,0.00124,synthetic_seed
MS,2023,asian,non-hisp,m,75-79,,0.00118,synthetic_seed
MS,2023,asian,non-hisp,m,80-84,,0.00114,synthetic_seed
MS,2023,asian,non-hisp,m,85+,,0.00131,synthetic_seed
MS,2023,asian,non-hisp,f,0-4,,0.00107,synthetic_seed
MS,2023,asian,non-hisp,f,5-9,,0.00094,synthetic_seed
MS,2023,asian,non-hisp,f,10-14,,0.00101,synthetic_seed
MS,2023,asian,non-hisp,f,15-19,,0.00354,synthetic_seed
MS,2023,asian,non-hisp,f,20-24,,0.00704,synthetic_seed
MS,2023,asian,non-hisp,f,25-29,,0.00655,synthetic_seed
MS,2023,asian,non-hisp,f,30-34,,0.00738,synthetic_seed
MS,2023,asian,non-hisp,f,35-39,,0.00597,synthetic_seed
MS,2023,asian,non-hisp,f,40-44,,0.00614,synthetic_seed
MS,2023,asian,non-hisp,f,45-49,,0.00329,synthetic_seed
MS,2023,asian,non-hisp,f,50-54,,0.00332,synthetic_seed
MS,2023,asian,non-hisp,f,55-59,,0.00151,synthetic_seed
MS,2023,asian,non-hisp,f,60-64,,0.0013,synthetic_seed
MS,2023,asian,non-hisp,f,65-69,,0.00156,synthetic_seed
MS,2023,asian,non-hisp,f,70-74,,0.00127,synthetic_seed
MS,2023,asian,non-hisp,f,75-79,,0.00121,synthetic_seed
MS,2023,asian,non-hisp,f,80-84,,0.00102,synthetic_seed
MS,2023,asian,non-hisp,f,85+,,0.00115,synthetic_seed
MS,2023,asian,hisp,m,0-4,,0.00107,synthetic_seed
MS,2023,asian,hisp,m,5-9,,0.00105,synthetic_seed
MS,2023,asian,hisp,m,10-14,,0.00147,synthetic_seed
MS,2023,asian,hisp,m,15-19,,0.00336,synthetic_seed
MS,2023,asian,hisp,m,20-24,,0.00615,synthetic_seed
MS,2023,asian,hisp,m,25-29,,0.00466,synthetic_seed
MS,2023,asian,hisp,m,30-34,,0.00584,synthetic_seed
MS,2023,asian,hisp,m,35-39,,0.0054,synthetic_seed
MS,2023,asian,hisp,m,40-44,,0.0053,synthetic_seed
MS,2023,asian,hisp,m,45-49,,0.00366,synthetic_seed
MS,2023,asian,hisp,m,50-54,,0.00332,synthetic_seed
MS,2023,asian,hisp,m,55-59,,0.00097,synthetic_seed
MS,2023,asian,hisp,m,60-64,,0.00113,synthetic_seed
MS,2023,asian,hisp,m,65-69,,0.00121,synthetic_seed
MS,2023,asian,hisp,m,70-74,,0.00082,synthetic_seed
MS,2023,asian,hisp,m,75-79,,0.00138,synthetic_seed
MS,2023,asian,hisp,m,80-84,,0.00122,synthetic_seed
MS,2023,asian,hisp,m,85+,,0.00141,synthetic_seed
MS,2023,asian,hisp,f,0-4,,0.00121,synthetic_seed
MS,2023,asian,hisp,f,5-9,,0.00108,synthetic_seed
MS,2023,asian,hisp,f,10-14,,0.00119,synthetic_seed
MS,2023,asian,hisp,f,15-19,,0.00228,synthetic_seed
MS,2023,asian,hisp,f,20-24,,0.00589,synthetic_seed
MS,2023,asian,hisp,f,25-29,,0.00619,synthetic_seed
MS,2023,asian,hisp,f,30-34,,0.00698,synthetic_seed
MS,2023,asian,hisp,f,35-39,,0.00608,synthetic_seed
MS,2023,asian,hisp,f,40-44,,0.00742,synthetic_seed
MS,2023,asian,hisp,f,45-49,,0.00217,synthetic_seed
MS,2023,asian,hisp,f,50-54,,0.00255,synthetic_seed
MS,2023,asian,hisp,f,55-59,,0.00097,synthetic_seed
MS,2023,asian,hisp,f,60-64,,0.00128,synthetic_seed
MS,2023,asian,hisp,f,65-69,,0.00117,synthetic_seed
MS,2023,asian,hisp,f,70-74,,0.00108,synthetic_seed
MS,2023,asian,hisp,f,75-79,,0.00134,synthetic_seed
MS,2023,asian,hisp,f,80-84,,0.00101,synthetic_seed
MS,2023,asian,hisp,f,85+,,0.00117,synthetic_seed
MS,2023,other,non-hisp,m,0-4,,0.00142,synthetic_seed
MS,2023,other,non-hisp,m,5-9,,0.00102,synthetic_seed
MS,2023,other,non-hisp,m,10-14,,0.00112,synthetic_seed
MS,2023,other,non-hisp,m,15-19,,0.00339,synthetic_seed
MS,2023,other,non-hisp,m,20-24,,0.00872,synthetic_seed
MS,2023,other,non-hisp,m,25-29,,0.00613,synthetic_seed
MS,2023,other,non-hisp,m,30-34,,0.00649,synthetic_seed
MS,2023,other,non-hisp,m,35-39,,0.00652,synthetic_seed
MS,2023,other,non-hisp,m,40-44,,0.00586,synthetic_seed
MS,2023,other,non-hisp,m,45-49,,0.00347,synthetic_seed
MS,2023,other,non-hisp,m,50-54,,0.00279,synthetic_seed
MS,2023,other,non-hisp,m,55-59,,0.00102,synthetic_seed
MS,2023,other,non-hisp,m,60-64,,0.00149,synthetic_seed
MS,2023,other,non-hisp,m,65-69,,0.00136,synthetic_seed
MS,2023,other,non-hisp,m,70-74,,0.00109,synthetic_seed
MS,2023,other,non-hisp,m,75-79,,0.00125,synthetic_seed
MS,2023,other,non-hisp,m,80-84,,0.0011,synthetic_seed
MS,2023,other,non-hisp,m,85+,,0.00106,synthetic_seed
MS,2023,other,non-hisp,f,0-4,,0.00114,synthetic_seed
MS,2023,other,non-hisp,f,5-9,,0.00109,synthetic_seed
MS,2023,other,non-hisp,f,10-14,,0.00114,synthetic_seed
MS,2023,other,non-hisp,f,15-19,,0.00299,synthetic_seed
MS,2023,other,non-hisp,f,20-24,,0.0067,synthetic_seed
MS,2023,other,non-hisp,f,25-29,,0.00525,synthetic_seed
MS,2023,other,non-hisp,f,30-34,,0.00579,synthetic_seed
MS,2023,other,non-hisp,f,35-39,,0.00556,synthetic_seed
MS,2023,other,non-hisp,f,40-44,,0.00573,synthetic_seed
MS,2023,other,non-hisp,f,45-49,,0.00293,synthetic_seed
MS,2023,other,non-hisp,f,50-54,,0.00291,synthetic_seed
MS,2023,other,non-hisp,f,55-59,,0.00116,synthetic_seed
MS,2023,other,non-hisp,f,60-64,,0.00108,synthetic_seed
MS,2023,other,non-hisp,f,65-69,,0.00133,synthetic_seed
MS,2023,other,non-hisp,f,70-74,,0.0011,synthetic_seed
MS,2023,other,non-hisp,f,75-79,,0.00141,synthetic_seed
MS,2023,other,non-hisp,f,80-84,,0.0014,synthetic_seed
MS,2023,other,non-hisp,f,85+,,0.00117,synthetic_seed
MS,2023,other,hisp,m,0-4,,0.00133,synthetic_seed
MS,2023,other,hisp,m,5-9,,0.00123,synthetic_seed
MS,2023,other,hisp,m,10-14,,0.00166,synthetic_seed
MS,2023,other,hisp,m,15-19,,0.00253,synthetic_seed
MS,2023,other,hisp,m,20-24,,0.00599,synthetic_seed
MS,2023,other,hisp,m,25-29,,0.00531,synthetic_seed
MS,2023,other,hisp,m,30-34,,0.00497,synthetic_seed
MS,2023,other,hisp,m,35-39,,0.00707,synthetic_seed
MS,2023,other,hisp,m,40-44,,0.00686,synthetic_seed
MS,2023,other,hisp,m,45-49,,0.00369,synthetic_seed
MS,2023,other,hisp,m,50-54,,0.00271,synthetic_seed
MS,2023,other,hisp,m,55-59,,0.00098,synthetic_seed
MS,2023,other,hisp,m,60-64,,0.0012,synthetic_seed
MS,2023,other,hisp,m,65-69,,0.00109,synthetic_seed
